"","Número","Norma","Publicación","Denominación","Observaciones","Hoja","UrlNorma","NumeroDeProyectos","UrlPdfs","ID"
"1","31010","LEY",2020-03-27,"LEY QUE INCORPORA LA TERCERA DISPOSICIÓN TRANSITORIA DE LA LEY 26859, LEY ORGÁNICA DE ELECCIONES","",173,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201604851&View",2,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL0467520190812.pdf",1
"2","31010","LEY",2020-03-27,"LEY QUE INCORPORA LA TERCERA DISPOSICIÓN TRANSITORIA DE LA LEY 26859, LEY ORGÁNICA DE ELECCIONES","",173,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201604851&View",2,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL04851-20200316..pdf",2
"3","31011","LEY",2020-03-27,"LEY QUE DELEGA EN EL PODER EJECUTIVO LA FACULTAD DE LEGISLAR EN DIVERSAS MATERIAS PARA LA ATENCIÓN DE LA EMERGENCIA SANITARIA PRODUCIDA POR EL COVID-19","",173,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201604895&View",2,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL0467520190812.pdf",3
"4","31011","LEY",2020-03-27,"LEY QUE DELEGA EN EL PODER EJECUTIVO LA FACULTAD DE LEGISLAR EN DIVERSAS MATERIAS PARA LA ATENCIÓN DE LA EMERGENCIA SANITARIA PRODUCIDA POR EL COVID-19","",173,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201604895&View",2,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL04895-20200326.pdf",4
"5","31012","LEY",2020-03-28,"LEY DE PROTECCIÓN POLICIAL","",173,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201603846&View",4,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL0435120190517.pdf",5
"6","31012","LEY",2020-03-28,"LEY DE PROTECCIÓN POLICIAL","",173,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201603846&View",4,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL0402720190311.pdf",6
"7","31012","LEY",2020-03-28,"LEY DE PROTECCIÓN POLICIAL","",173,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201603846&View",4,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL0386020190130.pdf",7
"8","31012","LEY",2020-03-28,"LEY DE PROTECCIÓN POLICIAL","",173,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201603846&View",4,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL0384620190129.pdf",8
"9","31013","LEY",2020-03-28,"LEY QUE MODIFICA EL ARTÍCULO 34 DE LA LEY 29459, LEY DE LOS PRODUCTOS FARMACÉUTICOS, DISPOSITIVOS MÉDICOS Y PRODUCTOS SANITARIOS","",173,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201601711&View",1,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL0171120170726...pdf",9
"10","31014","LEY",2020-03-28,"LEY QUE REGULA EL USO DE SUSTANCIAS MODELANTES EN TRATAMIENTOS CORPORALES CON FINES ESTÉTICOS Y DEFINE DICHO PROCEDIMIENTO COMO ACTO MÉDICO","",173,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201602620&View",1,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL0262020180323.pdf",10
"11","31015","LEY",2020-03-28,"LEY QUE AUTORIZA LA EJECUCIÓN DE INTERVENCIONES EN INFRAESTRUCTURA SOCIAL BÁSICA, PRODUCTIVA Y NATURAL, MEDIANTE NÚCLEOS EJECUTORES","",173,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201603019&View",1,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL0301920180613.PDF",11
"12","31016","LEY",2020-04-06,"LEY QUE ESTABLECE MEDIDAS PARA DESPLIEGUE DEL CONTROL SIMULTÁNEO DURANTE LA EMERGENCIA SANITARIA POR EL COVID-19","",174,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201604947&View",6,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL0467520190812.pdf",12
"13","31016","LEY",2020-04-06,"LEY QUE ESTABLECE MEDIDAS PARA DESPLIEGUE DEL CONTROL SIMULTÁNEO DURANTE LA EMERGENCIA SANITARIA POR EL COVID-19","",174,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201604947&View",6,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL04966-20200331.pdf",13
"14","31016","LEY",2020-04-06,"LEY QUE ESTABLECE MEDIDAS PARA DESPLIEGUE DEL CONTROL SIMULTÁNEO DURANTE LA EMERGENCIA SANITARIA POR EL COVID-19","",174,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201604947&View",6,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL04964-20200331.pdf",14
"15","31016","LEY",2020-04-06,"LEY QUE ESTABLECE MEDIDAS PARA DESPLIEGUE DEL CONTROL SIMULTÁNEO DURANTE LA EMERGENCIA SANITARIA POR EL COVID-19","",174,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201604947&View",6,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL04949-20200330.pdf",15
"16","31016","LEY",2020-04-06,"LEY QUE ESTABLECE MEDIDAS PARA DESPLIEGUE DEL CONTROL SIMULTÁNEO DURANTE LA EMERGENCIA SANITARIA POR EL COVID-19","",174,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201604947&View",6,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL04947-20200327.pdf",16
"17","31016","LEY",2020-04-06,"LEY QUE ESTABLECE MEDIDAS PARA DESPLIEGUE DEL CONTROL SIMULTÁNEO DURANTE LA EMERGENCIA SANITARIA POR EL COVID-19","",174,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201604947&View",6,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL04936-20200326.pdf",17
"18","31017","LEY",2020-05-01,"LEY QUE ESTABLECE MEDIDAS PARA ALIVIAR LA ECONOMÍA FAMILIAR Y DINAMIZAR LA ECONOMÍA NACIONAL EN EL AÑO 2020","",174,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201604868&View",12,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL0467520190812.pdf",18
"19","31017","LEY",2020-05-01,"LEY QUE ESTABLECE MEDIDAS PARA ALIVIAR LA ECONOMÍA FAMILIAR Y DINAMIZAR LA ECONOMÍA NACIONAL EN EL AÑO 2020","",174,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201604868&View",12,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL04982-20200401.pdf",19
"20","31017","LEY",2020-05-01,"LEY QUE ESTABLECE MEDIDAS PARA ALIVIAR LA ECONOMÍA FAMILIAR Y DINAMIZAR LA ECONOMÍA NACIONAL EN EL AÑO 2020","",174,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201604868&View",12,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL04968-20200331.pdf",20
"21","31017","LEY",2020-05-01,"LEY QUE ESTABLECE MEDIDAS PARA ALIVIAR LA ECONOMÍA FAMILIAR Y DINAMIZAR LA ECONOMÍA NACIONAL EN EL AÑO 2020","",174,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201604868&View",12,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL04948-20200330.pdf",21
"22","31017","LEY",2020-05-01,"LEY QUE ESTABLECE MEDIDAS PARA ALIVIAR LA ECONOMÍA FAMILIAR Y DINAMIZAR LA ECONOMÍA NACIONAL EN EL AÑO 2020","",174,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201604868&View",12,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL04937-20200326.pdf",22
"23","31017","LEY",2020-05-01,"LEY QUE ESTABLECE MEDIDAS PARA ALIVIAR LA ECONOMÍA FAMILIAR Y DINAMIZAR LA ECONOMÍA NACIONAL EN EL AÑO 2020","",174,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201604868&View",12,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL04935-20200326.pdf",23
"24","31017","LEY",2020-05-01,"LEY QUE ESTABLECE MEDIDAS PARA ALIVIAR LA ECONOMÍA FAMILIAR Y DINAMIZAR LA ECONOMÍA NACIONAL EN EL AÑO 2020","",174,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201604868&View",12,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL04915-20200326.pdf",24
"25","31017","LEY",2020-05-01,"LEY QUE ESTABLECE MEDIDAS PARA ALIVIAR LA ECONOMÍA FAMILIAR Y DINAMIZAR LA ECONOMÍA NACIONAL EN EL AÑO 2020","",174,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201604868&View",12,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL04893-20200324.pdf",25
"26","31017","LEY",2020-05-01,"LEY QUE ESTABLECE MEDIDAS PARA ALIVIAR LA ECONOMÍA FAMILIAR Y DINAMIZAR LA ECONOMÍA NACIONAL EN EL AÑO 2020","",174,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201604868&View",12,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL04883-20200324.pdf",26
"27","31017","LEY",2020-05-01,"LEY QUE ESTABLECE MEDIDAS PARA ALIVIAR LA ECONOMÍA FAMILIAR Y DINAMIZAR LA ECONOMÍA NACIONAL EN EL AÑO 2020","",174,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201604868&View",12,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL04891_20200324.pdf",27
"28","31017","LEY",2020-05-01,"LEY QUE ESTABLECE MEDIDAS PARA ALIVIAR LA ECONOMÍA FAMILIAR Y DINAMIZAR LA ECONOMÍA NACIONAL EN EL AÑO 2020","",174,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201604868&View",12,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL04869-20200324..pdf",28
"29","31017","LEY",2020-05-01,"LEY QUE ESTABLECE MEDIDAS PARA ALIVIAR LA ECONOMÍA FAMILIAR Y DINAMIZAR LA ECONOMÍA NACIONAL EN EL AÑO 2020","",174,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201604868&View",12,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL04868-20200324..pdf",29
"30","31018","LEY",2020-05-09,"LEY QUE SUSPENDE EL COBRO DE PEAJES EN LA RED VIAL NACIONAL, DEPARTAMENTAL Y LOCAL CONCESIONADA, DURANTE EL ESTADO DE EMERGENCIA NACIONAL DECLARADO A CAUSA DEL BROTE DEL COVID-19","",174,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201604951&View",3,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL0467520190812.pdf",30
"31","31018","LEY",2020-05-09,"LEY QUE SUSPENDE EL COBRO DE PEAJES EN LA RED VIAL NACIONAL, DEPARTAMENTAL Y LOCAL CONCESIONADA, DURANTE EL ESTADO DE EMERGENCIA NACIONAL DECLARADO A CAUSA DEL BROTE DEL COVID-19","",174,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201604951&View",3,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL04985-20200401..pdf",31
"32","31018","LEY",2020-05-09,"LEY QUE SUSPENDE EL COBRO DE PEAJES EN LA RED VIAL NACIONAL, DEPARTAMENTAL Y LOCAL CONCESIONADA, DURANTE EL ESTADO DE EMERGENCIA NACIONAL DECLARADO A CAUSA DEL BROTE DEL COVID-19","",174,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201604951&View",3,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL04951_20200330.pdf",32
"33","31020","LEY",2020-05-28,"LEY QUE DELEGA EN EL PODER EJECUTIVO LA FACULTAD DE LEGISLAR EN MATERIA PENAL, PROCESAL PENAL Y PENITENCIARIA A FIN DE ESTABLECER MEDIDAS PARA EL DESHACINAMIENTO DE ESTABLECIMIENTOS PENITENCIARIOS Y CENTROS JUVENILES POR RIESGO DE CONTAGIO DE VIRUS COVID-19","",174,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201605326&View",2,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL0467520190812.pdf",33
"34","31020","LEY",2020-05-28,"LEY QUE DELEGA EN EL PODER EJECUTIVO LA FACULTAD DE LEGISLAR EN MATERIA PENAL, PROCESAL PENAL Y PENITENCIARIA A FIN DE ESTABLECER MEDIDAS PARA EL DESHACINAMIENTO DE ESTABLECIMIENTOS PENITENCIARIOS Y CENTROS JUVENILES POR RIESGO DE CONTAGIO DE VIRUS COVID-19","",174,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201605326&View",2,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL05326-20200522.pdf",34
"35","31022","LEY",2020-06-03,"LEY QUE PRESERVA EL CARÁCTER INTANGIBLE DEL RETIRO EXTRAORDINARIO DE FONDOS DEL SISTEMA PRIVADO DE PENSIONES DE LA LEY 31017","",174,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201605228&View",5,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL0467520190812.pdf",35
"36","31022","LEY",2020-06-03,"LEY QUE PRESERVA EL CARÁCTER INTANGIBLE DEL RETIRO EXTRAORDINARIO DE FONDOS DEL SISTEMA PRIVADO DE PENSIONES DE LA LEY 31017","",174,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201605228&View",5,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL05274_20200519.pdf",36
"37","31022","LEY",2020-06-03,"LEY QUE PRESERVA EL CARÁCTER INTANGIBLE DEL RETIRO EXTRAORDINARIO DE FONDOS DEL SISTEMA PRIVADO DE PENSIONES DE LA LEY 31017","",174,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201605228&View",5,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL05253_20200518.pdf",37
"38","31022","LEY",2020-06-03,"LEY QUE PRESERVA EL CARÁCTER INTANGIBLE DEL RETIRO EXTRAORDINARIO DE FONDOS DEL SISTEMA PRIVADO DE PENSIONES DE LA LEY 31017","",174,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201605228&View",5,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL05233_20200516.pdf",38
"39","31022","LEY",2020-06-03,"LEY QUE PRESERVA EL CARÁCTER INTANGIBLE DEL RETIRO EXTRAORDINARIO DE FONDOS DEL SISTEMA PRIVADO DE PENSIONES DE LA LEY 31017","",174,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201605228&View",5,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL05228_20200515.pdf",39
"40","31021","LEY",2020-06-03,"LEY QUE RECONOCE COMO HÉROES DE BATALLA CONTRA EL CORONAVIRUS A LOS SERVIDORES PÚBLICOS Y MIEMBROS DE ORGANIZACIONES SOCIALES FALLECIDOS A CAUSA DE LA LUCHA CONTRA EL CORONAVIRUS (COVID-19)","",174,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201605023&View",4,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL0467520190812.pdf",40
"41","31021","LEY",2020-06-03,"LEY QUE RECONOCE COMO HÉROES DE BATALLA CONTRA EL CORONAVIRUS A LOS SERVIDORES PÚBLICOS Y MIEMBROS DE ORGANIZACIONES SOCIALES FALLECIDOS A CAUSA DE LA LUCHA CONTRA EL CORONAVIRUS (COVID-19)","",174,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201605023&View",4,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL05028-20200416.pdf",41
"42","31021","LEY",2020-06-03,"LEY QUE RECONOCE COMO HÉROES DE BATALLA CONTRA EL CORONAVIRUS A LOS SERVIDORES PÚBLICOS Y MIEMBROS DE ORGANIZACIONES SOCIALES FALLECIDOS A CAUSA DE LA LUCHA CONTRA EL CORONAVIRUS (COVID-19)","",174,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201605023&View",4,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL05025_20200416..pdf",42
"43","31021","LEY",2020-06-03,"LEY QUE RECONOCE COMO HÉROES DE BATALLA CONTRA EL CORONAVIRUS A LOS SERVIDORES PÚBLICOS Y MIEMBROS DE ORGANIZACIONES SOCIALES FALLECIDOS A CAUSA DE LA LUCHA CONTRA EL CORONAVIRUS (COVID-19)","",174,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201605023&View",4,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL05023-20200416.pdf",43
"44","31024","LEY",2020-06-16,"LEY QUE DISPONE EL USO DE LA FIRMA DIGITAL EN LA REMISIÓN DE LA INFORMACIÓN A LA COMISIÓN DE PRESUPUESTO Y CUENTA GENERAL DE LA REPÚBLICA DEL CONGRESO DE LA REPÚBLICA","",174,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201603298&View",1,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL0329820180905.PDF",44
"45","31025","LEY",2020-06-18,"LEY QUE INCORPORA A LA ENFERMEDAD CAUSADA POR EL COVID-19 DENTRO DEL LISTADO DE ENFERMEDADES PROFESIONALES DE LOS SERVIDORES DE LA SALUD","",174,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201605098&View",2,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL0467520190812.pdf",45
"46","31025","LEY",2020-06-18,"LEY QUE INCORPORA A LA ENFERMEDAD CAUSADA POR EL COVID-19 DENTRO DEL LISTADO DE ENFERMEDADES PROFESIONALES DE LOS SERVIDORES DE LA SALUD","",174,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201605098&View",2,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL05098_20200429.pdf",46
"47","31026","LEY",2020-06-30,"LEY QUE DECLARA DE URGENTE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA PROMOCIÓN, ELABORACIÓN, ENVASADO, ALMACENAMIENTO, DISTRIBUCIÓN Y ABASTECIMIENTO DEL OXÍGENO MEDICINAL","",174,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201605429&View",5,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL0467520190812.pdf",47
"48","31026","LEY",2020-06-30,"LEY QUE DECLARA DE URGENTE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA PROMOCIÓN, ELABORACIÓN, ENVASADO, ALMACENAMIENTO, DISTRIBUCIÓN Y ABASTECIMIENTO DEL OXÍGENO MEDICINAL","",174,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201605429&View",5,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL05439-20200604.pdf",48
"49","31026","LEY",2020-06-30,"LEY QUE DECLARA DE URGENTE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA PROMOCIÓN, ELABORACIÓN, ENVASADO, ALMACENAMIENTO, DISTRIBUCIÓN Y ABASTECIMIENTO DEL OXÍGENO MEDICINAL","",174,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201605429&View",5,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/Proyectos_Firmas_digitales/PL05439.pdf",49
"50","31026","LEY",2020-06-30,"LEY QUE DECLARA DE URGENTE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA PROMOCIÓN, ELABORACIÓN, ENVASADO, ALMACENAMIENTO, DISTRIBUCIÓN Y ABASTECIMIENTO DEL OXÍGENO MEDICINAL","",174,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201605429&View",5,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL05429-20200603.pdf",50
"51","31026","LEY",2020-06-30,"LEY QUE DECLARA DE URGENTE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA PROMOCIÓN, ELABORACIÓN, ENVASADO, ALMACENAMIENTO, DISTRIBUCIÓN Y ABASTECIMIENTO DEL OXÍGENO MEDICINAL","",174,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201605429&View",5,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/Proyectos_Firmas_digitales/PL05429.pdf",51
"52","31027","LEY",2020-07-01,"LEY QUE MODIFICA LOS ARTÍCULOS 8 Y 9 DEL DECRETO LEGISLATIVO 1156, QUE DICTA MEDIDAS DESTINADAS A GARANTIZAR EL SERVICIO PÚBLICO DE SALUD EN LOS CASOS EN QUE EXISTA UN RIESGO ELEVADO O DAÑO A LA SALUD Y LA VIDA DE LAS POBLACIONES","",174,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201604865&View",5,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL0467520190812.pdf",52
"53","31027","LEY",2020-07-01,"LEY QUE MODIFICA LOS ARTÍCULOS 8 Y 9 DEL DECRETO LEGISLATIVO 1156, QUE DICTA MEDIDAS DESTINADAS A GARANTIZAR EL SERVICIO PÚBLICO DE SALUD EN LOS CASOS EN QUE EXISTA UN RIESGO ELEVADO O DAÑO A LA SALUD Y LA VIDA DE LAS POBLACIONES","",174,"http://www2.congreso.gob.pe/Sicr/TraDocEstProc/Expvirt_2011.nsf/Repexpvirt?OpenForm&Db=201604865&View",5,"http://www.leyes.congreso.gob.pe/Documentos/2016_2021/Proyectos_de_Ley_y_de_Resoluciones_Legislativas/PL0525120200518.pdf",53
